Settlement ,URI,URI 2,Museum ,Museum number,Type,Material ,Technique,Gender,Part of,shape,Iconography,Clothes ,Culture Museum Atribution,Date,Period,Heigh ,width,Depth ,Length,Diameter ,weight,Inscription,Language,Find spot,Description,Hair,Function,Reasoned classification,Bibliograhy ,Pleiades URI,URI 3
Lascuta ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/256258,
Los castellares ,,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MAECO&musid=7&ninv=CE009045&volver=portal&k=los%20castellares&tipoBusqueda=simple&lng=es,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/260496,
Lucis Dubiae Fanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://data.open.ac.uk/paula/place/Lucis_Dubiae_Fanun,
Lucurgentum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/256275,
Maenoba ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265959,
Malaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265963,
Mellaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/256293,
Mellaria 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/256292,
Mentesa Bastitanorum ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265970,
Mercablum ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/256295,
Miróbriga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/256303,
Mons Mariorum ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265966,
Mons Marmorum ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://data.open.ac.uk/paula/place/Mons_Marmorum,
Mons Solorium ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/266046,
Monturque ,,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MAECO&musid=7&ninv=CE012604&volver=portal&k=monturque&tipoBusqueda=simple&lng=es,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265974,
Montoro,,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MMA&musid=15&ninv=A/CE05227&volver=portal&k=montoro&tipoBusqueda=simple&lng=es,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265973,
Munda ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/256314,
Munigua ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/256318,
Murgi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://pleiades.stoa.org/places/265977,
Nabrissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/256322,
Naeva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/256323,
Nertobriga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/256325,
Nescania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/256326,
Oba ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/256340,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MAECO&musid=7&ninv=DO000086/2&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MAECO&musid=7&ninv=CE007292&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MBACO&musid=8&ninv=DJ1088E&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MBACO&musid=8&ninv=DJ1089E&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MBACO&musid=8&ninv=DJ1090E&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E04&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E01&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA00818&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E08&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E44&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E02&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E03&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E06&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E07&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E09&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=DJ/DA01766&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E15&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E37&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E35&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E49&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E10&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E13&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E14&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E16&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E17&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E18&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E34&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E20&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E27&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E29&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E30&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E31&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E36&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E38&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E45&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E43&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/E50&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/0198&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/0422&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/0434&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/0338&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/0409&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/1409&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
Obulco (Porcuna),,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MJA&musid=11&ninv=CE/DA01683/0418&volver=portal&k=porcuna&tipoBusqueda=simple&lng=es,Museo de Jaén ,,fragment,white calcarenite,sculpted on wet stone,,body,,,,Iberian,500-400 BCE,Iberian ,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265982,
